Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,702800,-,-,-,32.77,-96.78,-6,148,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,GHI,Dew Point,Relative Humidity,Wind Speed
2015,1,1,0,30,0.8,0,-2.7,77.2,1.8
2015,1,1,1,30,0.7000000000000001,0,-2.5,78.93,1.7000000000000002
2015,1,1,2,30,0.7000000000000001,0,-2.3000000000000003,80.48,1.7000000000000002
2015,1,1,3,30,0.6000000000000001,0,-1.9000000000000001,83.04,1.8
2015,1,1,4,30,0.5,0,-1.6,85.58,1.9000000000000001
2015,1,1,5,30,0.4,0,-1.4000000000000001,87.52,1.9000000000000001
2015,1,1,6,30,0.4,0,-1.3,88.61,1.7000000000000002
2015,1,1,7,30,0.5,0,-1,89.39,1.6
2015,1,1,8,30,0.9,13,-0.8,88.32000000000001,1.8
2015,1,1,9,30,1.3,39,-0.30000000000000004,88.85000000000001,1.9000000000000001
2015,1,1,10,30,1.7000000000000002,11,0.1,89.24,1.7000000000000002
2015,1,1,11,30,2,76,0.4,88.98,1.5
2015,1,1,12,30,2.3000000000000003,76,0.6000000000000001,88.38,1.4000000000000001
2015,1,1,13,30,2.6,37,0.7000000000000001,87.5,1.2000000000000002
2015,1,1,14,30,2.7,78,0.9,87.82000000000001,0.9
2015,1,1,15,30,2.8000000000000003,39,1,87.83,0.7000000000000001
2015,1,1,16,30,2.7,59,1.1,89.3,0.7000000000000001
2015,1,1,17,30,2.4000000000000004,0,1.4000000000000001,93.03,0.9
2015,1,1,18,30,2.3000000000000003,0,1.4000000000000001,93.45,1.2000000000000002
2015,1,1,19,30,2.2,0,1.4000000000000001,94.2,1.4000000000000001
2015,1,1,20,30,2.1,0,1.4000000000000001,95.07000000000001,1.5
2015,1,1,21,30,2.1,0,1.4000000000000001,95.34,1.5
2015,1,1,22,30,2.1,0,1.5,95.54,1.5
2015,1,1,23,30,2,0,1.4000000000000001,96.04,1.8
2015,1,2,0,30,1.9000000000000001,0,1.3,96.04,2
2015,1,2,1,30,1.8,0,1.2000000000000002,96.07000000000001,2.2
2015,1,2,2,30,1.8,0,1.2000000000000002,95.56,2.3000000000000003
2015,1,2,3,30,1.8,0,1.1,95.06,2.5
2015,1,2,4,30,1.8,0,1,94.74,2.6
2015,1,2,5,30,1.8,0,1,94.67,2.5
2015,1,2,6,30,1.9000000000000001,0,1.1,94.26,2.4000000000000004
2015,1,2,7,30,2.2,0,1.2000000000000002,92.85000000000001,2.4000000000000004
2015,1,2,8,30,2.8000000000000003,8,1.4000000000000001,90.47,2.5
2015,1,2,9,30,3.3000000000000003,6,1.7000000000000002,89.38,2.4000000000000004
2015,1,2,10,30,3.8000000000000003,41,2,88.29,2.3000000000000003
2015,1,2,11,30,4.2,78,2.4000000000000004,87.76,2.2
2015,1,2,12,30,4.5,174,2.6,87.3,2.4000000000000004
2015,1,2,13,30,4.6000000000000005,109,2.7,87.7,2.5
2015,1,2,14,30,4.5,114,2.9000000000000004,89.15,2.7
2015,1,2,15,30,4.4,73,3,90.88,2.5
2015,1,2,16,30,4.1000000000000005,41,3.3000000000000003,94.29,1.9000000000000001
2015,1,2,17,30,3.9000000000000004,0,3.4000000000000004,96.36,1.4000000000000001
2015,1,2,18,30,3.9000000000000004,0,3.5,96.96000000000001,1
2015,1,2,19,30,4,0,3.6,97.23,0.7000000000000001
2015,1,2,20,30,4,0,3.7,97.92,0.5
2015,1,2,21,30,4,0,3.7,97.83,0.6000000000000001
2015,1,2,22,30,3.9000000000000004,0,3.6,98.05,0.6000000000000001
2015,1,2,23,30,4,0,3.6,97.41,0.5
2015,1,3,0,30,3.9000000000000004,0,3.6,97.96000000000001,0.7000000000000001
2015,1,3,1,30,3.9000000000000004,0,3.4000000000000004,96.86,0.7000000000000001
2015,1,3,2,30,4,0,3.4000000000000004,96.09,0.5
2015,1,3,3,30,4.1000000000000005,0,3.5,96.02,0.5
2015,1,3,4,30,3.9000000000000004,0,3.5,97.34,0.9
2015,1,3,5,30,3.6,0,3.2,97.49000000000001,1.6
2015,1,3,6,30,3.2,0,2.9000000000000004,97.61,2.3000000000000003
2015,1,3,7,30,3.2,0,2.4000000000000004,94.55,2.8000000000000003
2015,1,3,8,30,3.8000000000000003,26,2.3000000000000003,89.75,3.3000000000000003
2015,1,3,9,30,5,62,2.1,81.68,3.5
2015,1,3,10,30,6.2,117,2.1,74.78,3.6
2015,1,3,11,30,7.4,121,2.1,69.16,3.5
2015,1,3,12,30,8.6,270,2.4000000000000004,64.87,3.4000000000000004
2015,1,3,13,30,9.5,582,2.5,61.83,3.5
2015,1,3,14,30,10.200000000000001,489,2.6,59.230000000000004,3.7
2015,1,3,15,30,10.100000000000001,340,2.7,60.02,3
2015,1,3,16,30,8,159,3.9000000000000004,75.11,2
2015,1,3,17,30,5.9,0,3,81.92,1.9000000000000001
2015,1,3,18,30,5.300000000000001,0,2.5,82.02,2.1
2015,1,3,19,30,4.7,0,2.2,83.98,2.2
2015,1,3,20,30,4,0,1.9000000000000001,86.23,2.3000000000000003
2015,1,3,21,30,3.3000000000000003,0,1.6,88.38,2.3000000000000003
2015,1,3,22,30,2.5,0,1.2000000000000002,91.25,2.2
2015,1,3,23,30,2.1,0,0.9,91.79,2.4000000000000004
2015,1,4,0,30,1.8,0,0.7000000000000001,92.45,2.9000000000000004
2015,1,4,1,30,1.7000000000000002,0,0.5,92.04,3.7
2015,1,4,2,30,1.5,0,0.4,92.08,4.6000000000000005
2015,1,4,3,30,0.9,0,0,93.7,5.7
2015,1,4,4,30,-0.2,0,-1.3,92.51,6.4
2015,1,4,5,30,-1.5,0,-3.5,85.94,6.4
2015,1,4,6,30,-2.8000000000000003,0,-6.1000000000000005,77.78,6
2015,1,4,7,30,-3.1,0,-7.9,69.3,6
2015,1,4,8,30,-2.4000000000000004,153,-9,60.74,6.300000000000001
2015,1,4,9,30,-1.3,341,-9.700000000000001,52.81,6.4
2015,1,4,10,30,0,493,-9.9,47.39,6.300000000000001
2015,1,4,11,30,1.2000000000000002,597,-9.5,44.75,6.1000000000000005
2015,1,4,12,30,2.2,633,-8.9,43.84,5.800000000000001
2015,1,4,13,30,2.8000000000000003,602,-8.3,44.03,5.4
2015,1,4,14,30,2.9000000000000004,507,-7.800000000000001,45.14,4.800000000000001
2015,1,4,15,30,2.5,356,-7.6000000000000005,47.22,4
2015,1,4,16,30,0.6000000000000001,170,-7.4,55.050000000000004,2.7
2015,1,4,17,30,-1.5,0,-6.5,68.93,1.9000000000000001
2015,1,4,18,30,-2.3000000000000003,0,-6.7,71.68,1.9000000000000001
2015,1,4,19,30,-2.8000000000000003,0,-7,72.78,1.9000000000000001
2015,1,4,20,30,-3.2,0,-7.300000000000001,73.47,2
2015,1,4,21,30,-3.6,0,-7.6000000000000005,74.01,2.1
2015,1,4,22,30,-4,0,-7.800000000000001,74.60000000000001,2
2015,1,4,23,30,-4.5,0,-8.1,76.17,1.9000000000000001
2015,1,5,0,30,-4.800000000000001,0,-8.200000000000001,76.98,1.8
2015,1,5,1,30,-5.1000000000000005,0,-8.4,77.68,1.6
2015,1,5,2,30,-5.300000000000001,0,-8.6,77.85000000000001,1.4000000000000001
2015,1,5,3,30,-5.4,0,-8.6,78.03,1.3
2015,1,5,4,30,-5.5,0,-8.700000000000001,78.34,1.3
2015,1,5,5,30,-5.6000000000000005,0,-8.8,78.43,1.4000000000000001
2015,1,5,6,30,-5.5,0,-8.8,77.36,1.6
2015,1,5,7,30,-4.3,0,-8.700000000000001,71.18,2.1
2015,1,5,8,30,-1.9000000000000001,120,-9.200000000000001,57.28,2.6
2015,1,5,9,30,0.4,341,-10,45.65,2.5
2015,1,5,10,30,2.2,494,-9.3,42.22,2.2
2015,1,5,11,30,3.7,594,-8.1,41.89,2
2015,1,5,12,30,5,630,-7.2,40.77,1.9000000000000001
2015,1,5,13,30,5.9,595,-6.6000000000000005,40.39,2.3000000000000003
2015,1,5,14,30,6.4,501,-5.9,40.9,2.9000000000000004
2015,1,5,15,30,5.9,254,-5.300000000000001,44.56,2.8000000000000003
2015,1,5,16,30,3.3000000000000003,172,-3.2,62.34,2
2015,1,5,17,30,1,0,-3.1,74.24,1.9000000000000001
2015,1,5,18,30,0.8,0,-3.6,72.15,2.6
2015,1,5,19,30,1.2000000000000002,0,-3.8000000000000003,69.48,3.3000000000000003
2015,1,5,20,30,1.2000000000000002,0,-3.8000000000000003,69.37,3.7
2015,1,5,21,30,0.7000000000000001,0,-3.6,73.10000000000001,3.7
2015,1,5,22,30,0.2,0,-3.2,77.67,3.6
2015,1,5,23,30,-0.2,0,-2.9000000000000004,81.73,3.6
2015,1,6,0,30,-0.5,0,-2.7,85.25,3.5
2015,1,6,1,30,-1,0,-2.5,89.86,3.2
2015,1,6,2,30,-1.5,0,-2.3000000000000003,94.44,2.6
2015,1,6,3,30,-2,0,-2.1,99.26,2.1
2015,1,6,4,30,-2.3000000000000003,0,-2.3000000000000003,100,1.8
2015,1,6,5,30,-2.4000000000000004,0,-2.4000000000000004,100,1.6
2015,1,6,6,30,-2.3000000000000003,0,-2.3000000000000003,100,1.4000000000000001
2015,1,6,7,30,-0.5,0,-1,96.32000000000001,1.9000000000000001
2015,1,6,8,30,2.5,151,-0.4,81.08,2.4000000000000004
2015,1,6,9,30,5.4,336,0.4,69.99,2.3000000000000003
2015,1,6,10,30,8.3,486,1.4000000000000001,61.65,2.1
2015,1,6,11,30,10.700000000000001,586,2.3000000000000003,56.15,2.1
2015,1,6,12,30,12.4,623,3.1,53.15,2.4000000000000004
2015,1,6,13,30,13.4,589,3.7,52.01,2.6
2015,1,6,14,30,13.700000000000001,496,4.2,52.730000000000004,2.4000000000000004
2015,1,6,15,30,12.700000000000001,349,4.6000000000000005,57.980000000000004,1.6
2015,1,6,16,30,10.200000000000001,168,6.800000000000001,79.5,1.1
2015,1,6,17,30,7.9,0,4.4,78.29,1.3
2015,1,6,18,30,6.6000000000000005,0,3.8000000000000003,82.05,1.4000000000000001
2015,1,6,19,30,5.300000000000001,0,3.6,89.05,1.6
2015,1,6,20,30,4.1000000000000005,0,3.4000000000000004,94.97,1.8
2015,1,6,21,30,3.2,0,2.8000000000000003,97.48,2
2015,1,6,22,30,2.4000000000000004,0,2.1,97.95,2.2
2015,1,6,23,30,1.7000000000000002,0,1.2000000000000002,96.77,2.3000000000000003
2015,1,7,0,30,1.1,0,0.4,94.82000000000001,2.5
2015,1,7,1,30,0.6000000000000001,0,-0.5,92.03,2.7
2015,1,7,2,30,0.2,0,-1.4000000000000001,89.26,3.1
2015,1,7,3,30,-0.2,0,-2,87.5,3.6
2015,1,7,4,30,-0.5,0,-2.5,86.18,4.1000000000000005
2015,1,7,5,30,-0.7000000000000001,0,-2.9000000000000004,84.84,4.7
2015,1,7,6,30,-0.8,0,-3.4000000000000004,82.74,5.300000000000001
2015,1,7,7,30,-0.4,0,-4,76.52,6.5
2015,1,7,8,30,0.9,142,-4.9,65.32000000000001,8
2015,1,7,9,30,2.4000000000000004,320,-6.300000000000001,52.7,8.8
2015,1,7,10,30,3.3000000000000003,468,-7.5,45.160000000000004,8.9
2015,1,7,11,30,3.8000000000000003,567,-8.6,39.9,9.1
2015,1,7,12,30,3.8000000000000003,604,-9.9,36.1,9.1
2015,1,7,13,30,3.4000000000000004,578,-11.3,33.3,9
2015,1,7,14,30,2.5,488,-12.600000000000001,31.900000000000002,8.8
2015,1,7,15,30,1.2000000000000002,344,-13.8,31.66,8.200000000000001
2015,1,7,16,30,-0.4,167,-14.8,32.81,7.2
2015,1,7,17,30,-1.8,0,-15.200000000000001,35.33,6.1000000000000005
2015,1,7,18,30,-2.7,0,-14.9,38.64,5.4
2015,1,7,19,30,-3.5,0,-14.600000000000001,41.99,4.9
2015,1,7,20,30,-4.2,0,-14.3,45.33,4.7
