Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,702800,-,-,-,32.77,-96.78,-6,148,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,GHI,Dew Point,Relative Humidity,Wind Speed
2013,1,2,0,30,-0.9,0,-2.8000000000000003,86.92,2.2
2013,1,2,1,30,-1.1,0,-2.9000000000000004,87.44,1.9000000000000001
2013,1,2,2,30,-1.3,0,-3.1,87.85000000000001,2
2013,1,2,3,30,-1.4000000000000001,0,-3.2,87.36,2.1
2013,1,2,4,30,-1.5,0,-3.4000000000000004,87.04,2.1
2013,1,2,5,30,-1.7000000000000002,0,-3.5,87.72,1.9000000000000001
2013,1,2,6,30,-1.8,0,-3.6,87.72,1.8
2013,1,2,7,30,-1.4000000000000001,0,-3.6,84.68,2.1
2013,1,2,8,30,-0.30000000000000004,60,-3.8000000000000003,77.53,2.4000000000000004
2013,1,2,9,30,0.9,127,-4.1000000000000005,69.06,2.3000000000000003
2013,1,2,10,30,1.9000000000000001,275,-4.4,63.15,2.4000000000000004
2013,1,2,11,30,2.6,338,-4.4,60.07,2.4000000000000004
2013,1,2,12,30,3.2,404,-4.4,57.57,2.5
2013,1,2,13,30,3.7,392,-4.3,55.75,2.4000000000000004
2013,1,2,14,30,3.9000000000000004,278,-4.3,55.160000000000004,2.2
2013,1,2,15,30,3.8000000000000003,220,-4.2,55.95,1.7000000000000002
2013,1,2,16,30,2.9000000000000004,99,-2.8000000000000003,66.13,1
2013,1,2,17,30,2.2,0,-2.5,70.83,0.6000000000000001
2013,1,2,18,30,2.1,0,-3.6,66.19,0.5
2013,1,2,19,30,1.7000000000000002,0,-3.9000000000000004,66.4,0.6000000000000001
2013,1,2,20,30,1.1,0,-4.1000000000000005,68.4,0.8
2013,1,2,21,30,0.2,0,-4.2,72.25,1.1
2013,1,2,22,30,-0.7000000000000001,0,-4.5,75.65,1.2000000000000002
2013,1,2,23,30,-1.5,0,-4.7,78.95,1.4000000000000001
2013,1,3,0,30,-2.1,0,-4.800000000000001,81.59,1.4000000000000001
2013,1,3,1,30,-2.5,0,-4.9,83.57000000000001,1.5
2013,1,3,2,30,-2.7,0,-4.9,84.98,1.7000000000000002
2013,1,3,3,30,-2.8000000000000003,0,-4.7,86.71000000000001,2
2013,1,3,4,30,-2.9000000000000004,0,-4.4,89.44,2.3000000000000003
2013,1,3,5,30,-3,0,-4,92.64,2.5
2013,1,3,6,30,-3.1,0,-3.6,96,2.6
2013,1,3,7,30,-2,0,-3.4000000000000004,90.44,3.1
2013,1,3,8,30,0.4,152,-3,78.2,3.3000000000000003
2013,1,3,9,30,3.5,333,-2.3000000000000003,65.69,3.4000000000000004
2013,1,3,10,30,6.2,483,-2.3000000000000003,54.46,3.7
2013,1,3,11,30,7.7,578,-2.6,47.96,3.7
2013,1,3,12,30,8.8,613,-3,43.45,3.6
2013,1,3,13,30,9.4,580,-3.2,41.02,3.5
2013,1,3,14,30,9.4,485,-3.4000000000000004,40.35,3.2
2013,1,3,15,30,8.5,339,-3.5,42.59,2.5
2013,1,3,16,30,5.800000000000001,74,-2,57.28,1.6
2013,1,3,17,30,3.5,0,-1.1,71.64,1.3
2013,1,3,18,30,2.9000000000000004,0,-1.7000000000000002,71.58,1.3
2013,1,3,19,30,2.6,0,-2.2,70.55,1.2000000000000002
2013,1,3,20,30,2.3000000000000003,0,-2.5,70.44,1.2000000000000002
2013,1,3,21,30,2.1,0,-2.5,71.78,1.2000000000000002
2013,1,3,22,30,2,0,-2.7,70.89,1.1
2013,1,3,23,30,1.5,0,-2.6,74.39,1.2000000000000002
2013,1,4,0,30,1,0,-2.8000000000000003,75.8,1.2000000000000002
2013,1,4,1,30,0.7000000000000001,0,-2.5,79.36,1.1
2013,1,4,2,30,0.4,0,-2.3000000000000003,81.82000000000001,1.1
2013,1,4,3,30,0.2,0,-2.4000000000000004,82.59,1.1
2013,1,4,4,30,-0.1,0,-2.4000000000000004,84.63,1.1
2013,1,4,5,30,-0.2,0,-2.6,84.08,1.1
2013,1,4,6,30,0.2,0,-2.8000000000000003,80.25,1
2013,1,4,7,30,1.5,0,-2.4000000000000004,75.07000000000001,0.7000000000000001
2013,1,4,8,30,3.2,12,-1.3,72.23,0.5
2013,1,4,9,30,5.800000000000001,72,-1.3,60.34,0.6000000000000001
2013,1,4,10,30,8.5,185,-2,47.67,0.9
2013,1,4,11,30,9.9,270,-3.6,38.53,1.1
2013,1,4,12,30,10.5,300,-4.2,35.43,1.1
2013,1,4,13,30,10.8,258,-4.3,34.44,1.1
2013,1,4,14,30,10.600000000000001,455,-4.2,35.12,0.9
2013,1,4,15,30,9.9,340,-4,37.34,0.8
2013,1,4,16,30,8.1,161,-1.4000000000000001,51.160000000000004,0.7000000000000001
2013,1,4,17,30,6.300000000000001,0,-1.2000000000000002,58.870000000000005,0.9
2013,1,4,18,30,5.2,0,-1.7000000000000002,60.86,1
2013,1,4,19,30,4.6000000000000005,0,-1.7000000000000002,63.54,1.1
2013,1,4,20,30,4.2,0,-1.3,67.5,1
2013,1,4,21,30,4.1000000000000005,0,-0.5,72,1
2013,1,4,22,30,3.9000000000000004,0,0,75.89,1
2013,1,4,23,30,3.6,0,0.4,79.44,1.1
2013,1,5,0,30,3.3000000000000003,0,0.8,83.61,1.1
2013,1,5,1,30,2.9000000000000004,0,1.2000000000000002,88.53,1
2013,1,5,2,30,2.6,0,1.2000000000000002,90.79,0.9
2013,1,5,3,30,2.4000000000000004,0,1.2000000000000002,91.95,0.9
2013,1,5,4,30,2,0,1.2000000000000002,94.74,1
2013,1,5,5,30,1.5,0,1.2000000000000002,97.94,1
2013,1,5,6,30,1,0,1,100,1.1
2013,1,5,7,30,2,0,1.1,93.93,1.5
2013,1,5,8,30,4.5,146,2,83.74,2.2
2013,1,5,9,30,6.800000000000001,330,2.4000000000000004,73.59,2.8000000000000003
2013,1,5,10,30,8.5,195,2.3000000000000003,64.85,2.9000000000000004
2013,1,5,11,30,9.9,149,1.9000000000000001,57.67,2.9000000000000004
2013,1,5,12,30,11,248,1.8,52.88,2.8000000000000003
2013,1,5,13,30,11.700000000000001,593,1.6,50,2.6
2013,1,5,14,30,12,500,1.5,48.59,2.3000000000000003
2013,1,5,15,30,11.3,352,1.4000000000000001,50.72,1.6
2013,1,5,16,30,9.1,169,3.5,68.02,1.1
2013,1,5,17,30,6.6000000000000005,0,2.5,75.09,1.2000000000000002
2013,1,5,18,30,5,0,2,80.96000000000001,1.3
2013,1,5,19,30,4,0,1.9000000000000001,86.43,1.3
2013,1,5,20,30,3.2,0,2,91.57000000000001,1.3
2013,1,5,21,30,2.6,0,2.1,96.5,1.3
2013,1,5,22,30,2.1,0,2.1,100,1.3
2013,1,5,23,30,1.5,0,1.5,100,1.3
2013,1,6,0,30,1,0,1,100,1.3
2013,1,6,1,30,0.5,0,0.5,100,1.5
2013,1,6,2,30,0,0,0,100,1.7000000000000002
2013,1,6,3,30,-0.4,0,-0.7000000000000001,98.15,2.1
2013,1,6,4,30,-0.9,0,-1.5,95.35000000000001,2.5
2013,1,6,5,30,-1.4000000000000001,0,-2.2,94.09,2.9000000000000004
2013,1,6,6,30,-1.9000000000000001,0,-2.8000000000000003,93.87,3
2013,1,6,7,30,-1.2000000000000002,0,-3.1,86.71000000000001,3.4000000000000004
2013,1,6,8,30,0.9,156,-2.9000000000000004,75.77,3.5
2013,1,6,9,30,4.3,342,-2.1,63.26,3.1
2013,1,6,10,30,8.4,496,-1.4000000000000001,50.27,3.5
2013,1,6,11,30,11.3,602,-2.6,37.76,4
2013,1,6,12,30,12.8,639,-3.4000000000000004,32.2,4
2013,1,6,13,30,13.4,609,-3.9000000000000004,29.830000000000002,3.9000000000000004
2013,1,6,14,30,13.3,515,-4.1000000000000005,29.52,3.7
2013,1,6,15,30,12,365,-4.2,32.05,2.7
2013,1,6,16,30,8.5,179,-1.1,50.97,1.6
2013,1,6,17,30,5.6000000000000005,0,-0.6000000000000001,64.26,1.4000000000000001
2013,1,6,18,30,4.6000000000000005,0,-1.5,64.56,1.4000000000000001
2013,1,6,19,30,4.1000000000000005,0,-2,64.47,1.4000000000000001
2013,1,6,20,30,3.6,0,-2.5,64.41,1.4000000000000001
2013,1,6,21,30,2.9000000000000004,0,-2.9000000000000004,65.53,1.4000000000000001
2013,1,6,22,30,2.1,0,-3.3000000000000003,67.58,1.4000000000000001
2013,1,6,23,30,1.2000000000000002,0,-3.6,70.38,1.4000000000000001
2013,1,7,0,30,0.30000000000000004,0,-3.9000000000000004,73.63,1.4000000000000001
2013,1,7,1,30,-0.4,0,-4.1000000000000005,76.01,1.4000000000000001
2013,1,7,2,30,-1,0,-4.3,78.44,1.4000000000000001
2013,1,7,3,30,-1.7000000000000002,0,-4.2,82.79,1.4000000000000001
2013,1,7,4,30,-2.3000000000000003,0,-3.9000000000000004,88.56,1.4000000000000001
2013,1,7,5,30,-2.3000000000000003,0,-3.5,91.41,1.3
2013,1,7,6,30,-1.9000000000000001,0,-3,92.39,1.2000000000000002
2013,1,7,7,30,-0.4,0,-2.4000000000000004,86.21000000000001,1.5
2013,1,7,8,30,2.3000000000000003,107,-1.4000000000000001,76.46000000000001,2
2013,1,7,9,30,5.6000000000000005,249,-0.7000000000000001,63.71,2.4000000000000004
2013,1,7,10,30,9,395,0.2,54.03,3.1
2013,1,7,11,30,10.8,483,-0.1,46.82,3.3000000000000003
2013,1,7,12,30,11.4,513,-0.4,44.050000000000004,3
2013,1,7,13,30,11.9,495,-0.6000000000000001,42.09,2.9000000000000004
2013,1,7,14,30,11.600000000000001,373,-0.7000000000000001,42.69,2.4000000000000004
2013,1,7,15,30,10,282,0.30000000000000004,50.9,1.6
2013,1,7,16,30,7.7,67,2.6,70.36,1.3
2013,1,7,17,30,6.4,0,1.8,72.61,1.4000000000000001
2013,1,7,18,30,5.9,0,1.5,73.49,1.4000000000000001
2013,1,7,19,30,5.2,0,1.5,76.77,1.4000000000000001
2013,1,7,20,30,4.7,0,1.1,77.48,1.5
2013,1,7,21,30,4.7,0,1.3,78.34,1.6
2013,1,7,22,30,4.800000000000001,0,1.5,79.38,1.8
2013,1,7,23,30,4.9,0,1.9000000000000001,81.09,1.9000000000000001
2013,1,8,0,30,4.800000000000001,0,2.3000000000000003,84.07000000000001,1.7000000000000002
2013,1,8,1,30,4.7,0,2.7,86.69,1.5
2013,1,8,2,30,4.7,0,3,88.79,1.3
2013,1,8,3,30,4.7,0,3.3000000000000003,90.34,1.2000000000000002
2013,1,8,4,30,4.7,0,3.4000000000000004,91.51,1.1
2013,1,8,5,30,4.6000000000000005,0,3.6,93.18,1
2013,1,8,6,30,4.4,0,3.6,94.41,1
2013,1,8,7,30,5.6000000000000005,0,3.8000000000000003,87.94,1.6
2013,1,8,8,30,7.5,14,4.7,82.18,2.3000000000000003
2013,1,8,9,30,8.8,39,5.5,79.54,2.2
2013,1,8,10,30,9.8,18,6.6000000000000005,80.37,2
2013,1,8,11,30,10.5,33,7.7,82.86,1.9000000000000001
2013,1,8,12,30,10.9,73,8.4,84.59,2.4000000000000004
2013,1,8,13,30,11.200000000000001,115,8.8,85.4,3
2013,1,8,14,30,11.100000000000001,58,9.1,87.56,3.3000000000000003
2013,1,8,15,30,10.600000000000001,69,9.3,91.58,3.2
2013,1,8,16,30,9.9,39,9.4,96.53,2.9000000000000004
2013,1,8,17,30,9.3,1,9.200000000000001,99.2,2.8000000000000003
2013,1,8,18,30,9.1,0,8.9,98.94,2.8000000000000003
2013,1,8,19,30,9,0,8.700000000000001,98.31,2.8000000000000003
2013,1,8,20,30,8.9,0,8.700000000000001,98.53,3.1
2013,1,8,21,30,8.700000000000001,0,8.5,98.58,3.3000000000000003
2013,1,8,22,30,8.5,0,8.3,98.87,3.2
2013,1,8,23,30,8.4,0,8.200000000000001,98.54,3.6
2013,1,9,0,30,8.200000000000001,0,8.1,99.09,3.6
2013,1,9,1,30,8.3,0,8,98.11,3.4000000000000004
2013,1,9,2,30,8.5,0,8,96.93,4.4
2013,1,9,3,30,8.700000000000001,0,8.1,96.34,5.2
2013,1,9,4,30,8.9,0,8.4,96.35000000000001,5.4
2013,1,9,5,30,9,0,8.5,96.91,5.1000000000000005
2013,1,9,6,30,9.1,0,8.6,96.55,4.2
2013,1,9,7,30,9.3,0,8.700000000000001,95.94,3.8000000000000003
2013,1,9,8,30,9.700000000000001,16,9,95.18,4
2013,1,9,9,30,10.4,41,9.4,93.59,4.3
2013,1,9,10,30,11.100000000000001,51,10,92.68,4.4
2013,1,9,11,30,11.9,77,10.600000000000001,92.03,4.4
2013,1,9,12,30,12.700000000000001,114,11.4,91.7,4.7
2013,1,9,13,30,13.3,94,12.100000000000001,92.33,5.6000000000000005
2013,1,9,14,30,13.5,79,12.5,93.91,6.2
2013,1,9,15,30,13.3,51,12.5,94.94,5.7
2013,1,9,16,30,13,28,12.5,96.65,5.300000000000001
2013,1,9,17,30,12.8,2,12.4,97.71000000000001,5
2013,1,9,18,30,12.5,0,12.4,99.25,4.4
2013,1,9,19,30,12.3,0,12.100000000000001,98.88,4.4
2013,1,9,20,30,12,0,11.700000000000001,98.34,4.3
2013,1,9,21,30,11.700000000000001,0,11.5,98.69,3.6
2013,1,9,22,30,11.5,0,11.4,99.08,2.6
2013,1,9,23,30,11.100000000000001,0,11.100000000000001,100,1.8
2013,1,10,0,30,10.700000000000001,0,10.700000000000001,100,1.5
2013,1,10,1,30,10.3,0,10.3,100,1.6
2013,1,10,2,30,9.9,0,9.9,100,1.6
2013,1,10,3,30,9.5,0,9.5,100,1.4000000000000001
2013,1,10,4,30,9.5,0,9.5,100,1.8
2013,1,10,5,30,9.9,0,9.9,100,2.5
2013,1,10,6,30,10.100000000000001,0,10.100000000000001,99.89,3
2013,1,10,7,30,10.4,0,10,97.07000000000001,3.1
2013,1,10,8,30,11.4,49,10.100000000000001,91.93,3.5
2013,1,10,9,30,12.9,317,10.8,87.06,4.2
2013,1,10,10,30,14.200000000000001,235,10.4,78.12,4.800000000000001
2013,1,10,11,30,15,363,8.5,65.34,5.300000000000001
2013,1,10,12,30,15.200000000000001,326,6.9,57.67,5.5
2013,1,10,13,30,15.200000000000001,204,6.300000000000001,55.33,5.2
2013,1,10,14,30,15,162,6.5,56.69,4.6000000000000005
2013,1,10,15,30,14.3,113,7,61.31,3.4000000000000004
2013,1,10,16,30,12.3,25,8.1,75.29,2.1
2013,1,10,17,30,10.4,6,8.3,87.04,1.8
2013,1,10,18,30,9.600000000000001,0,7.800000000000001,88.73,2.1
2013,1,10,19,30,9.1,0,7.6000000000000005,90.03,2.5
2013,1,10,20,30,8.700000000000001,0,7.300000000000001,90.93,2.9000000000000004
2013,1,10,21,30,8.3,0,7,91.71000000000001,3.1
2013,1,10,22,30,7.800000000000001,0,6.7,92.77,3
2013,1,10,23,30,7.4,0,6.4,93.67,2.9000000000000004
2013,1,11,0,30,7.1000000000000005,0,6.300000000000001,94.78,3
2013,1,11,1,30,6.6000000000000005,0,6.300000000000001,97.82000000000001,3.1
2013,1,11,2,30,6.2,0,6.2,100,3.1
2013,1,11,3,30,6.2,0,6.2,100,3.4000000000000004
2013,1,11,4,30,6.4,0,6.300000000000001,99.63,3.7
2013,1,11,5,30,6.7,0,6.300000000000001,97.22,3.8000000000000003
2013,1,11,6,30,6.800000000000001,0,6.300000000000001,96.75,3.7
2013,1,11,7,30,7.5,0,6.4,92.47,3.9000000000000004
2013,1,11,8,30,9.200000000000001,103,6.7,84.44,4.2
2013,1,11,9,30,11.3,255,7.2,76.09,4
2013,1,11,10,30,14.5,482,8.200000000000001,65.71000000000001,4.6000000000000005
2013,1,11,11,30,17.8,457,9.1,56.93,5.800000000000001
2013,1,11,12,30,19.6,476,9.4,51.69,6.4
2013,1,11,13,30,20.3,419,9.3,49.28,6.5
2013,1,11,14,30,20.3,387,9.4,49.7,6.1000000000000005
2013,1,11,15,30,19.200000000000003,334,10.100000000000001,55.76,5.2
2013,1,11,16,30,17.400000000000002,87,11.200000000000001,66.79,4.6000000000000005
2013,1,11,17,30,15.9,8,11.8,76.85000000000001,4.5
2013,1,11,18,30,15.100000000000001,0,12.600000000000001,85.03,4.5
2013,1,11,19,30,14.8,0,13.3,90.93,4.3
2013,1,11,20,30,14.700000000000001,0,14,95.35000000000001,4.2
2013,1,11,21,30,14.700000000000001,0,14.5,98.49000000000001,4
2013,1,11,22,30,14.4,0,14.4,100,3.4000000000000004
2013,1,11,23,30,14,0,14,100,2.8000000000000003
2013,1,12,0,30,13.700000000000001,0,13.700000000000001,100,2.5
2013,1,12,1,30,13.5,0,13.5,100,2.2
2013,1,12,2,30,13.4,0,13.4,100,1.8
2013,1,12,3,30,13.5,0,13.5,100,1.6
2013,1,12,4,30,13.700000000000001,0,13.700000000000001,100,1.4000000000000001
2013,1,12,5,30,13.8,0,13.8,100,1.1
2013,1,12,6,30,14,0,13.9,99.23,0.9
2013,1,12,7,30,14.9,0,13.700000000000001,92.4,1
2013,1,12,8,30,16.2,47,14.3,88.65,1.4000000000000001
2013,1,12,9,30,17.3,83,14.4,83.03,1.8
2013,1,12,10,30,18.1,83,14.9,81.37,2.1
2013,1,12,11,30,18.2,168,15,81.55,2.3000000000000003
2013,1,12,12,30,17.7,80,14.8,83.36,2.6
2013,1,12,13,30,16.8,257,14.700000000000001,87.24,3.4000000000000004
2013,1,12,14,30,15.200000000000001,195,13.5,89.78,4.6000000000000005
2013,1,12,15,30,13.200000000000001,86,11,86.51,5.2
2013,1,12,16,30,10.8,15,7.7,81.43,5.5
2013,1,12,17,30,8.6,16,4.800000000000001,77.21000000000001,6
2013,1,12,18,30,6.6000000000000005,0,2.2,73.72,6.5
2013,1,12,19,30,4.5,0,-0.1,72.14,6.800000000000001
2013,1,12,20,30,2.9000000000000004,0,-1.8,71.14,6.5
2013,1,12,21,30,2,0,-2.7,71.2,6.1000000000000005
2013,1,12,22,30,1.4000000000000001,0,-3.1,71.79,6
2013,1,12,23,30,0.9,0,-3.6,71.78,6
2013,1,13,0,30,0.4,0,-4.1000000000000005,71.94,5.9
2013,1,13,1,30,0,0,-4.4,72.11,5.7
2013,1,13,2,30,-0.5,0,-4.7,73.01,5.4
2013,1,13,3,30,-0.9,0,-5,73.52,5.1000000000000005
2013,1,13,4,30,-1.3,0,-5.4,73.56,4.800000000000001
2013,1,13,5,30,-1.6,0,-5.800000000000001,72.99,4.800000000000001
2013,1,13,6,30,-1.8,0,-6.2,72.11,4.9
2013,1,13,7,30,-1.4000000000000001,0,-6.5,68.27,5.4
2013,1,13,8,30,-0.30000000000000004,105,-7.1000000000000005,60.25,6.1000000000000005
2013,1,13,9,30,1.2000000000000002,341,-7.800000000000001,51.1,6.2
2013,1,13,10,30,2.6,500,-7.9,45.82,6
2013,1,13,11,30,3.9000000000000004,608,-7.6000000000000005,42.72,5.9
2013,1,13,12,30,5,649,-7.300000000000001,40.64,5.800000000000001
2013,1,13,13,30,5.800000000000001,627,-6.800000000000001,39.89,5.5
2013,1,13,14,30,6,535,-6.5,40.4,5.2
2013,1,13,15,30,5.5,390,-6.4,42.03,4.800000000000001
2013,1,13,16,30,3.6,202,-6.5,47.76,3.7
2013,1,13,17,30,1.3,24,-5.5,60.43,2.8000000000000003
2013,1,13,18,30,0.2,0,-5.5,65.36,2.8000000000000003
2013,1,13,19,30,-0.6000000000000001,0,-5.800000000000001,68.13,2.9000000000000004
2013,1,13,20,30,-1.2000000000000002,0,-5.9,70.33,3.1
2013,1,13,21,30,-1.8,0,-6.1000000000000005,72.21000000000001,3.5
2013,1,13,22,30,-2.4000000000000004,0,-6.4,74.28,3.9000000000000004
2013,1,13,23,30,-2.9000000000000004,0,-6.6000000000000005,75.63,4.1000000000000005
2013,1,14,0,30,-3.4000000000000004,0,-6.9,76.55,4
2013,1,14,1,30,-3.9000000000000004,0,-7.1000000000000005,78.18,3.7
2013,1,14,2,30,-4.3,0,-7.4,79.10000000000001,3.3000000000000003
2013,1,14,3,30,-4.4,0,-7.5,79.09,3.1
2013,1,14,4,30,-4.1000000000000005,0,-7.5,77.06,3.2
2013,1,14,5,30,-3.8000000000000003,0,-7.4,76.02,3.3000000000000003
2013,1,14,6,30,-3.4000000000000004,0,-7.2,74.75,3.3000000000000003
2013,1,14,7,30,-2.6,0,-7,71.51,3.7
2013,1,14,8,30,-1,44,-7.2,62.95,4.3
2013,1,14,9,30,0.9,238,-7.2,54.83,4.6000000000000005
2013,1,14,10,30,2.7,398,-6.800000000000001,49.67,4.800000000000001
2013,1,14,11,30,4.2,476,-6.1000000000000005,47.11,4.800000000000001
2013,1,14,12,30,5.4,527,-5.300000000000001,46.050000000000004,4.5
2013,1,14,13,30,6.1000000000000005,529,-4.5,46.45,4.3
2013,1,14,14,30,6.300000000000001,397,-4,47.660000000000004,4.2
2013,1,14,15,30,5.9,315,-3.7,50.22,3.9000000000000004
2013,1,14,16,30,4,114,-3.3000000000000003,59.09,2.9000000000000004
2013,1,14,17,30,1.8,15,-2.3000000000000003,74.33,2
2013,1,14,18,30,0.7000000000000001,0,-2.3000000000000003,80.05,1.9000000000000001
2013,1,14,19,30,0.1,0,-2.4000000000000004,83.04,1.8
2013,1,14,20,30,-0.5,0,-2.6,85.67,1.8
2013,1,14,21,30,-0.8,0,-2.8000000000000003,86.31,2
2013,1,14,22,30,-1,0,-3,86.51,2.4000000000000004
2013,1,14,23,30,-1.2000000000000002,0,-3.1,86.9,2.7
2013,1,15,0,30,-1.5,0,-3.3000000000000003,87.74,2.9000000000000004
2013,1,15,1,30,-1.6,0,-3.5,86.85000000000001,3.1
2013,1,15,2,30,-1.6,0,-3.8000000000000003,84.75,3.5
2013,1,15,3,30,-1.6,0,-4.2,82.14,3.7
2013,1,15,4,30,-1.7000000000000002,0,-4.6000000000000005,80.60000000000001,3.7
2013,1,15,5,30,-1.8,0,-4.6000000000000005,81.3,3.5
2013,1,15,6,30,-1.9000000000000001,0,-4.5,82.39,3.4000000000000004
2013,1,15,7,30,-1.6,0,-4.4,80.98,3.6
2013,1,15,8,30,-0.8,35,-4.5,76.26,3.9000000000000004
2013,1,15,9,30,0.1,12,-4.4,71.56,3.9000000000000004
2013,1,15,10,30,0.9,126,-4.1000000000000005,69.17,3.8000000000000003
2013,1,15,11,30,1.7000000000000002,132,-3.7,67.62,3.8000000000000003
2013,1,15,12,30,2.5,101,-3.3000000000000003,65.64,3.9000000000000004
2013,1,15,13,30,3.1,84,-3,64.04,4.1000000000000005
2013,1,15,14,30,3.4000000000000004,111,-3,63.08,4.4
2013,1,15,15,30,3.4000000000000004,106,-3.1,62.54,4.3
2013,1,15,16,30,2.6,36,-3.2,65.4,3.6
2013,1,15,17,30,1.7000000000000002,22,-3.2,69.99,2.9000000000000004
2013,1,15,18,30,1,0,-3.5,72.12,2.7
2013,1,15,19,30,-0.1,0,-3.8000000000000003,76.19,2.3000000000000003
2013,1,15,20,30,-1.3,0,-4.4,79.52,2.1
2013,1,15,21,30,-2.1,0,-5,80.47,2.2
2013,1,15,22,30,-2.6,0,-5.6000000000000005,80.12,2.4000000000000004
2013,1,15,23,30,-3.2,0,-6,80.77,2.4000000000000004
2013,1,16,0,30,-3.7,0,-6.4,81.26,2.4000000000000004
2013,1,16,1,30,-4.1000000000000005,0,-6.800000000000001,81.49,2.3000000000000003
2013,1,16,2,30,-4.4,0,-7.1000000000000005,81.65,2.2
2013,1,16,3,30,-4.7,0,-7.300000000000001,82.01,2.1
2013,1,16,4,30,-4.9,0,-7.5,82.2,2
2013,1,16,5,30,-5,0,-7.6000000000000005,82.10000000000001,2
2013,1,16,6,30,-4.9,0,-7.7,80.87,2
2013,1,16,7,30,-3.4000000000000004,0,-7.7,72.36,2.5
2013,1,16,8,30,-0.5,161,-7.2,60.51,2.7
2013,1,16,9,30,2.8000000000000003,352,-6.9,48.85,2.6
