Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,694093,-,-,-,31.53,-97.14,-6,143,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,GHI,Relative Humidity,Wind Speed,Dew Point
2013,1,1,0,30,8.200000000000001,0,96.99000000000001,3.5,7.800000000000001
2013,1,1,1,30,7.800000000000001,0,96.27,3.7,7.2
2013,1,1,2,30,7.5,0,95.61,3.5,6.800000000000001
2013,1,1,3,30,7.2,0,95.64,3.3000000000000003,6.6000000000000005
2013,1,1,4,30,7,0,95.05,3.3000000000000003,6.300000000000001
2013,1,1,5,30,6.7,0,94.38,3.3000000000000003,5.9
2013,1,1,6,30,6.300000000000001,0,94.33,3.2,5.5
2013,1,1,7,30,6,0,93.21000000000001,3.4000000000000004,5
2013,1,1,8,30,5.800000000000001,25,89.17,3.9000000000000004,4.2
2013,1,1,9,30,5.9,103,82.36,4.3,3.1
2013,1,1,10,30,6.5,115,75.74,4.4,2.5
2013,1,1,11,30,7.300000000000001,201,68.9,4.4,2
2013,1,1,12,30,8.1,312,62.39,4.4,1.3
2013,1,1,13,30,8.9,289,57.1,4.3,0.9
2013,1,1,14,30,9.1,288,54.81,4.2,0.5
2013,1,1,15,30,8.700000000000001,164,54.74,3.8000000000000003,0.1
2013,1,1,16,30,6.9,98,60.57,2.8000000000000003,-0.2
2013,1,1,17,30,5,0,71.5,2.1,0.30000000000000004
2013,1,1,18,30,4.3,0,72.94,2.6,-0.1
2013,1,1,19,30,3.7,0,73.19,2.8000000000000003,-0.7000000000000001
2013,1,1,20,30,2.9000000000000004,0,75.9,2.9000000000000004,-0.9
2013,1,1,21,30,2.3000000000000003,0,77.36,3,-1.3
2013,1,1,22,30,1.9000000000000001,0,77.44,3,-1.6
2013,1,1,23,30,1.4000000000000001,0,78.39,2.7,-1.9000000000000001
2013,1,2,0,30,1,0,79.37,2.4000000000000004,-2.2
2013,1,2,1,30,0.7000000000000001,0,80.18,2.2,-2.3000000000000003
2013,1,2,2,30,0.5,0,80.25,2.2,-2.5
2013,1,2,3,30,0.30000000000000004,0,80.27,2.1,-2.7
2013,1,2,4,30,0.1,0,80.74,2.1,-2.8000000000000003
2013,1,2,5,30,0,0,80.67,2.2,-2.9000000000000004
2013,1,2,6,30,-0.1,0,80.48,2.2,-3.1
2013,1,2,7,30,0.1,0,78.8,2.4000000000000004,-3.1
2013,1,2,8,30,1,56,73.19,2.8000000000000003,-3.3000000000000003
2013,1,2,9,30,2,189,66.2,3,-3.6
2013,1,2,10,30,2.8000000000000003,271,61.11,3.1,-4
2013,1,2,11,30,3.4000000000000004,369,58.02,3,-4.1000000000000005
2013,1,2,12,30,3.9000000000000004,406,55.71,3,-4.2
2013,1,2,13,30,4.3,268,53.84,3,-4.2
2013,1,2,14,30,4.5,272,52.800000000000004,2.8000000000000003,-4.3
2013,1,2,15,30,4.4,193,53.2,2.3000000000000003,-4.3
2013,1,2,16,30,3.3000000000000003,102,60.94,1.4000000000000001,-3.5
2013,1,2,17,30,2.1,0,76.11,0.9,-1.7000000000000002
2013,1,2,18,30,1.8,0,75.49,0.9,-2.1
2013,1,2,19,30,1.7000000000000002,0,74.10000000000001,0.9,-2.4000000000000004
2013,1,2,20,30,1.4000000000000001,0,73.79,0.9,-2.8000000000000003
2013,1,2,21,30,1,0,73.54,0.9,-3.2
2013,1,2,22,30,0.30000000000000004,0,75.55,1,-3.5
2013,1,2,23,30,-0.5,0,78.28,1.1,-3.8000000000000003
2013,1,3,0,30,-1.3,0,80.88,1.2000000000000002,-4.2
2013,1,3,1,30,-2,0,82.75,1.2000000000000002,-4.5
2013,1,3,2,30,-2.5,0,84.37,1.2000000000000002,-4.800000000000001
2013,1,3,3,30,-2.7,0,84.84,1.3,-4.9
2013,1,3,4,30,-2.7,0,84.53,1.5,-4.9
