Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,694093,-,-,-,31.53,-97.14,-6,143,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,GHI,Relative Humidity,Wind Speed,Dew Point
2015,1,1,0,30,2.2,0,82.9,2.3000000000000003,-0.4
2015,1,1,1,30,2.2,0,83.71000000000001,2.2,-0.30000000000000004
2015,1,1,2,30,2.2,0,84.94,2.2,-0.1
2015,1,1,3,30,2,0,87.18,2.3000000000000003,0.1
2015,1,1,4,30,1.8,0,88.56,2.4000000000000004,0.1
2015,1,1,5,30,1.6,0,89.99,2.4000000000000004,0.1
2015,1,1,6,30,1.5,0,90.61,2.3000000000000003,0.1
2015,1,1,7,30,1.4000000000000001,0,91.19,2.2,0.1
2015,1,1,8,30,1.4000000000000001,8,91.28,2.2,0.1
2015,1,1,9,30,1.7000000000000002,27,89.92,2.2,0.2
2015,1,1,10,30,2.1,78,88.52,2,0.4
2015,1,1,11,30,2.6,92,87.09,1.8,0.7000000000000001
2015,1,1,12,30,3,14,85.92,1.7000000000000002,0.9
2015,1,1,13,30,3.1,116,86.33,1.7000000000000002,1
2015,1,1,14,30,3.1,127,87.16,1.9000000000000001,1.2000000000000002
2015,1,1,15,30,3.1,80,87.79,2,1.3
2015,1,1,16,30,3,24,89.27,2.1,1.4000000000000001
2015,1,1,17,30,2.9000000000000004,0,91.22,2.1,1.6
2015,1,1,18,30,2.8000000000000003,0,93.03,2.1,1.8
2015,1,1,19,30,2.8000000000000003,0,94.04,2,1.9000000000000001
2015,1,1,20,30,2.9000000000000004,0,94.24,2.1,2.1
2015,1,1,21,30,3,0,94.5,2.1,2.2
2015,1,1,22,30,3.1,0,95.04,2.1,2.4000000000000004
2015,1,1,23,30,3.2,0,95.17,2.1,2.5
2015,1,2,0,30,3.2,0,95.25,2.3000000000000003,2.5
2015,1,2,1,30,3.2,0,95.09,2.6,2.5
2015,1,2,2,30,3.1,0,95.34,2.8000000000000003,2.4000000000000004
2015,1,2,3,30,3,0,95.24,3,2.3000000000000003
2015,1,2,4,30,2.9000000000000004,0,95.07000000000001,3,2.2
2015,1,2,5,30,2.9000000000000004,0,94.45,2.9000000000000004,2.1
2015,1,2,6,30,3,0,93.60000000000001,2.8000000000000003,2.1
2015,1,2,7,30,3.3000000000000003,0,91.7,2.8000000000000003,2.1
2015,1,2,8,30,3.8000000000000003,5,89.78,2.8000000000000003,2.3000000000000003
2015,1,2,9,30,4.4,18,87.73,2.8000000000000003,2.5
2015,1,2,10,30,4.9,81,86.60000000000001,2.7,2.9000000000000004
2015,1,2,11,30,5.5,105,84.9,2.7,3.2
2015,1,2,12,30,5.800000000000001,72,84.66,2.7,3.4000000000000004
2015,1,2,13,30,6,78,84.64,2.6,3.6
2015,1,2,14,30,6,68,85.66,2.5,3.8000000000000003
2015,1,2,15,30,5.7,116,88.60000000000001,2.3000000000000003,4
2015,1,2,16,30,5.300000000000001,44,91.92,1.9000000000000001,4.1000000000000005
2015,1,2,17,30,5,0,94.55,1.4000000000000001,4.2
2015,1,2,18,30,4.9,0,95.49,1,4.2
2015,1,2,19,30,4.800000000000001,0,96.27,0.9,4.3
2015,1,2,20,30,4.7,0,96.27,0.9,4.2
2015,1,2,21,30,4.7,0,95.86,0.7000000000000001,4.1000000000000005
2015,1,2,22,30,4.6000000000000005,0,96.73,0.9,4.1000000000000005
2015,1,2,23,30,4.5,0,96.63,1.9000000000000001,4
2015,1,3,0,30,4.3,0,95.89,2.7,3.7
2015,1,3,1,30,4,0,95.62,2.5,3.4000000000000004
2015,1,3,2,30,4,0,94.37,1.7000000000000002,3.2
2015,1,3,3,30,4.1000000000000005,0,93.51,1.4000000000000001,3.1
2015,1,3,4,30,3.8000000000000003,0,95.86,1.4000000000000001,3.2
2015,1,3,5,30,3.3000000000000003,0,97.10000000000001,1.7000000000000002,2.9000000000000004
2015,1,3,6,30,2.9000000000000004,0,96.39,1.9000000000000001,2.4000000000000004
2015,1,3,7,30,3.3000000000000003,0,91.14,2.3000000000000003,2
2015,1,3,8,30,4.5,87,84.51,2.9000000000000004,2.1
