Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,447515,-,-,-,31.77,-106.5,-7,1264,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Dew Point,GHI,Wind Speed,Relative Humidity
2013,1,1,0,30,-3.2,-4.3,0,1.4000000000000001,92.34
2013,1,1,1,30,-3.8000000000000003,-4.2,0,1.6,96.98
2013,1,1,2,30,-4.3,-4.3,0,1.8,100
2013,1,1,3,30,-4.6000000000000005,-4.6000000000000005,0,1.9000000000000001,100
2013,1,1,4,30,-5,-5,0,1.7000000000000002,100
2013,1,1,5,30,-5.1000000000000005,-5.1000000000000005,0,1.5,99.99000000000001
2013,1,1,6,30,-4.6000000000000005,-5.4,0,1.5,93.86
2013,1,1,7,30,-2.8000000000000003,-5.7,51,1.7000000000000002,80.39
2013,1,1,8,30,0.30000000000000004,-5.9,242,1.8,63.09
2013,1,1,9,30,3.3000000000000003,-7.2,424,1.5,46.050000000000004
2013,1,1,10,30,5.2,-8.700000000000001,562,1.4000000000000001,35.95
2013,1,1,11,30,6.300000000000001,-9.5,639,1.2000000000000002,31.2
2013,1,1,12,30,7,-10.200000000000001,651,1.1,28.12
2013,1,1,13,30,7.4,-10.9,594,1.3,26.060000000000002
2013,1,1,14,30,7.300000000000001,-11.3,287,1.6,25.400000000000002
2013,1,1,15,30,6.1000000000000005,-11.5,250,1.2000000000000002,26.98
2013,1,1,16,30,3.9000000000000004,-10.3,109,0.9,34.74
2013,1,1,17,30,1.9000000000000001,-11.200000000000001,0,1.1,37.11
2013,1,1,18,30,0.8,-11.5,0,1.4000000000000001,39.24
2013,1,1,19,30,0.2,-11.600000000000001,0,1.7000000000000002,40.730000000000004
2013,1,1,20,30,0.1,-11.600000000000001,0,1.9000000000000001,40.89
2013,1,1,21,30,0,-11.600000000000001,0,2,41.18
2013,1,1,22,30,-0.30000000000000004,-11.700000000000001,0,1.9000000000000001,42.02
2013,1,1,23,30,-1.3,-11.8,0,1.7000000000000002,44.85
2013,1,2,0,30,-2.4000000000000004,-11.9,0,1.7000000000000002,47.980000000000004
2013,1,2,1,30,-3.1,-12.100000000000001,0,1.8,49.9
2013,1,2,2,30,-3.5,-12.200000000000001,0,1.9000000000000001,51.050000000000004
2013,1,2,3,30,-3.8000000000000003,-12.3,0,2.1,51.86
2013,1,2,4,30,-4.1000000000000005,-12.4,0,2.2,52.36
2013,1,2,5,30,-4.2,-12.600000000000001,0,2.2,52.07
2013,1,2,6,30,-3.8000000000000003,-12.700000000000001,0,2.3000000000000003,50.01
2013,1,2,7,30,-1.8,-12.700000000000001,51,3,43.13
2013,1,2,8,30,1.5,-12.5,242,3.5,34.65
2013,1,2,9,30,4.6000000000000005,-11.9,425,3.2,29.12
2013,1,2,10,30,6.7,-11.700000000000001,563,2.5,25.580000000000002
2013,1,2,11,30,8.1,-11.3,642,1.8,23.89
2013,1,2,12,30,9,-10.9,654,1.4000000000000001,23.240000000000002
2013,1,2,13,30,9.5,-10.700000000000001,598,1.3,22.89
2013,1,2,14,30,9.3,-10.700000000000001,479,1.4000000000000001,23.240000000000002
2013,1,2,15,30,7.800000000000001,-10.8,309,1.3,25.57
2013,1,2,16,30,4.6000000000000005,-9.5,113,1.2000000000000002,35.160000000000004
2013,1,2,17,30,2.2,-11,0,1.6,36.88
2013,1,2,18,30,1.2000000000000002,-11.9,0,2,37.03
2013,1,2,19,30,0.6000000000000001,-12.4,0,2.4000000000000004,37.22
2013,1,2,20,30,-0.1,-12.3,0,2.6,39.49
2013,1,2,21,30,-0.8,-11.700000000000001,0,2.7,43.63
2013,1,2,22,30,-1.5,-10.9,0,2.7,48.77
2013,1,2,23,30,-2.2,-10.3,0,2.8000000000000003,54
2013,1,3,0,30,-2.6,-9.9,0,3.1,57.300000000000004
2013,1,3,1,30,-2.8000000000000003,-9.700000000000001,0,3.6,59.03
2013,1,3,2,30,-2.7,-9.600000000000001,0,4.2,58.84
2013,1,3,3,30,-2.5,-9.700000000000001,0,4.5,57.82
2013,1,3,4,30,-2.2,-9.600000000000001,0,4.800000000000001,57.03
2013,1,3,5,30,-2,-8.9,0,5,59.1
2013,1,3,6,30,-1.6,-8.1,0,5.4,61.07
2013,1,3,7,30,-0.9,-7.2,15,6.2,62.4
2013,1,3,8,30,0.1,-5.800000000000001,25,6.7,64.38
2013,1,3,9,30,0.7000000000000001,-4.5,69,7,68.23
2013,1,3,10,30,1,-3.9000000000000004,97,7.1000000000000005,69.83
2013,1,3,11,30,1.3,-3.9000000000000004,223,7.1000000000000005,68.42
2013,1,3,12,30,1.6,-4,74,6.800000000000001,66.16
2013,1,3,13,30,1.7000000000000002,-4.2,27,6.5,64.83
2013,1,3,14,30,1.5,-4.3,149,6,65.37
2013,1,3,15,30,0.8,-4.3,75,5.300000000000001,68.79
2013,1,3,16,30,-0.30000000000000004,-4.3,23,4.5,74.67
2013,1,3,17,30,-1.3,-4.2,0,4.2,80.58
2013,1,3,18,30,-1.9000000000000001,-4.3,0,4.2,83.86
2013,1,3,19,30,-2.3000000000000003,-4.5,0,4.3,84.96000000000001
2013,1,3,20,30,-2.6,-4.800000000000001,0,4.2,84.98
2013,1,3,21,30,-2.8000000000000003,-5,0,4.2,84.89
2013,1,3,22,30,-3,-5.1000000000000005,0,4,85.25
2013,1,3,23,30,-3.2,-5.2,0,3.8000000000000003,85.77
2013,1,4,0,30,-3.4000000000000004,-5.300000000000001,0,3.7,86.7
2013,1,4,1,30,-3.5,-5.300000000000001,0,3.4000000000000004,87.07000000000001
2013,1,4,2,30,-3.6,-5.4,0,3.1,87.37
2013,1,4,3,30,-3.5,-5.4,0,3,86.62
2013,1,4,4,30,-3.5,-5.4,0,2.8000000000000003,86.63
2013,1,4,5,30,-3.5,-5.4,0,2.7,86.57000000000001
2013,1,4,6,30,-3.4000000000000004,-5.4,0,2.7,85.81
2013,1,4,7,30,-2.5,-5.300000000000001,8,3.1,80.91
2013,1,4,8,30,-1.3,-5,28,3.1,75.68
2013,1,4,9,30,-0.4,-5.1000000000000005,116,2.7,70.53
2013,1,4,10,30,0.30000000000000004,-5.1000000000000005,317,2.2,67.13
2013,1,4,11,30,0.9,-5.1000000000000005,383,1.7000000000000002,64.39
2013,1,4,12,30,1.6,-4.9,282,1.2000000000000002,61.81
2013,1,4,13,30,2.1,-5,226,0.7000000000000001,59.34
2013,1,4,14,30,2.2,-5.1000000000000005,111,0.7000000000000001,58.47
2013,1,4,15,30,1.7000000000000002,-5.2,97,1,60.31
2013,1,4,16,30,0.1,-5.5,42,0.8,65.83
2013,1,4,17,30,-1.5,-6.1000000000000005,0,0.6000000000000001,71.06
2013,1,4,18,30,-2.4000000000000004,-6.2,0,0.6000000000000001,75.26
2013,1,4,19,30,-3.2,-6.2,0,0.7000000000000001,79.91
2013,1,4,20,30,-4.1000000000000005,-6.2,0,0.9,85.54
2013,1,4,21,30,-4.800000000000001,-6.1000000000000005,0,1.1,90.28
2013,1,4,22,30,-5.300000000000001,-6.1000000000000005,0,1.2000000000000002,93.98
2013,1,4,23,30,-5.6000000000000005,-6.1000000000000005,0,1.2000000000000002,96.57000000000001
2013,1,5,0,30,-5.7,-6,0,1.2000000000000002,97.85000000000001
2013,1,5,1,30,-5.7,-5.9,0,1.2000000000000002,98.49000000000001
2013,1,5,2,30,-5.6000000000000005,-5.800000000000001,0,1.1,98.59
2013,1,5,3,30,-5.5,-5.7,0,1,98.72
2013,1,5,4,30,-5.300000000000001,-5.6000000000000005,0,0.9,97.77
2013,1,5,5,30,-5.2,-5.6000000000000005,0,0.9,97.16
2013,1,5,6,30,-5,-5.6000000000000005,0,1,95.27
2013,1,5,7,30,-3.9000000000000004,-5.6000000000000005,49,1.2000000000000002,87.67
2013,1,5,8,30,-1.7000000000000002,-5.1000000000000005,240,1.6,77.77
2013,1,5,9,30,0.9,-4.7,90,2.2,66.34
2013,1,5,10,30,3.1,-4.800000000000001,126,2.6,56.31
2013,1,5,11,30,4.9,-5.4,134,3,47.12
2013,1,5,12,30,6.300000000000001,-6.5,189,3.2,39.550000000000004
2013,1,5,13,30,7,-7.5,213,3.3000000000000003,34.74
2013,1,5,14,30,7,-8.5,273,3.1,32.25
2013,1,5,15,30,5.1000000000000005,-9,326,2.1,35.230000000000004
2013,1,5,16,30,2.1,-8.1,125,1.4000000000000001,46.71
2013,1,5,17,30,0.5,-11.100000000000001,0,1.4000000000000001,41.36
2013,1,5,18,30,0,-12,0,1.3,39.910000000000004
2013,1,5,19,30,-0.4,-12.700000000000001,0,1.2000000000000002,38.97
2013,1,5,20,30,-0.9,-13.200000000000001,0,1.2000000000000002,38.69
2013,1,5,21,30,-1.5,-13.600000000000001,0,1.1,39.4
2013,1,5,22,30,-2,-13.700000000000001,0,1.1,40.51
2013,1,5,23,30,-2.4000000000000004,-13.600000000000001,0,1,41.82
2013,1,6,0,30,-2.6,-13.600000000000001,0,1,42.62
2013,1,6,1,30,-3,-13.5,0,1,44.13
2013,1,6,2,30,-3.5,-13.3,0,1.1,46.79
2013,1,6,3,30,-4.1000000000000005,-12.9,0,1.2000000000000002,50.35
2013,1,6,4,30,-4.5,-12.600000000000001,0,1.3,53.25
2013,1,6,5,30,-4.800000000000001,-12.200000000000001,0,1.4000000000000001,56
2013,1,6,6,30,-4.5,-11.9,0,1.8,56.31
2013,1,6,7,30,-2.7,-11.4,51,2.7,51.4
2013,1,6,8,30,0.2,-10.4,99,3.5,44.77
2013,1,6,9,30,3.3000000000000003,-9.700000000000001,223,3.9000000000000004,38.09
2013,1,6,10,30,5.800000000000001,-9.3,574,4.2,33.02
2013,1,6,11,30,7.6000000000000005,-9.200000000000001,469,4.3,29.22
2013,1,6,12,30,8.5,-9.3,663,4.3,27.44
2013,1,6,13,30,8.9,-9.200000000000001,609,4.4,26.740000000000002
2013,1,6,14,30,8.6,-9.1,488,4,27.580000000000002
2013,1,6,15,30,6.2,-8.200000000000001,220,2.7,34.78
2013,1,6,16,30,3,-7,79,1.9000000000000001,47.97
2013,1,6,17,30,1.8,-8.1,0,2.2,47.86
2013,1,6,18,30,1.8,-8.3,0,2.8000000000000003,47.230000000000004
2013,1,6,19,30,1.9000000000000001,-8.4,0,3.5,46.52
2013,1,6,20,30,1.6,-8.4,0,3.8000000000000003,47.43
2013,1,6,21,30,1.2000000000000002,-8.3,0,3.9000000000000004,49.04
2013,1,6,22,30,0.9,-8.3,0,4.1000000000000005,50.28
2013,1,6,23,30,0.7000000000000001,-8.200000000000001,0,4.2,51.19
2013,1,7,0,30,0.5,-8.1,0,4.2,52.410000000000004
2013,1,7,1,30,0.4,-8,0,4.3,53.18
2013,1,7,2,30,0.5,-7.9,0,4.6000000000000005,53.230000000000004
2013,1,7,3,30,0.5,-7.800000000000001,0,4.7,53.89
2013,1,7,4,30,0.4,-7.6000000000000005,0,4.6000000000000005,54.93
2013,1,7,5,30,0.30000000000000004,-7.5,0,4.6000000000000005,55.86
2013,1,7,6,30,0.30000000000000004,-7.4,0,4.800000000000001,56.25
2013,1,7,7,30,1.5,-7.300000000000001,19,5.1000000000000005,51.92
2013,1,7,8,30,4.1000000000000005,-6.9,121,5.300000000000001,44.46
2013,1,7,9,30,7.1000000000000005,-6,417,5.1000000000000005,38.69
2013,1,7,10,30,9.5,-4.3,560,4.5,37.49
2013,1,7,11,30,11.3,-2.8000000000000003,637,3.7,37.25
2013,1,7,12,30,12.5,-2.2,652,2.9000000000000004,36.07
2013,1,7,13,30,13.100000000000001,-2.2,598,2.3000000000000003,34.64
2013,1,7,14,30,13,-2.4000000000000004,479,1.9000000000000001,34.17
2013,1,7,15,30,11.100000000000001,-2.4000000000000004,312,1.5,38.71
2013,1,7,16,30,8.200000000000001,-0.9,63,1.6,52.64
2013,1,7,17,30,6.9,-1.7000000000000002,0,2.7,54.27
2013,1,7,18,30,6.4,-1.5,0,3.8000000000000003,56.83
2013,1,7,19,30,5.4,-1.7000000000000002,0,4.4,60.34
2013,1,7,20,30,4.3,-2.3000000000000003,0,4.3,62.33
2013,1,7,21,30,3.5,-3.1,0,4.1000000000000005,61.85
2013,1,7,22,30,3.1,-3.8000000000000003,0,3.8000000000000003,60.57
