Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,560977,-,-,-,32.01,-102.06,-6,841,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Relative Humidity,Dew Point,Wind Speed,GHI
2014,1,1,0,30,1.7000000000000002,79.68,-1.4000000000000001,4,0
2014,1,1,1,30,1.1,82.72,-1.5,3.7,0
2014,1,1,2,30,0.6000000000000001,84.33,-1.7000000000000002,3.4000000000000004,0
2014,1,1,3,30,0.2,84.22,-2.1,3.1,0
2014,1,1,4,30,0,82.18,-2.7,2.9000000000000004,0
2014,1,1,5,30,-0.1,78.89,-3.3000000000000003,2.8000000000000003,0
2014,1,1,6,30,-0.2,75.34,-4,2.8000000000000003,0
2014,1,1,7,30,0.8,67.14,-4.6000000000000005,3.4000000000000004,0
2014,1,1,8,30,3.3000000000000003,55.81,-4.7,4.3,98
2014,1,1,9,30,6.6000000000000005,45.300000000000004,-4.4,4.7,287
2014,1,1,10,30,10.4,36.56,-3.8000000000000003,5.1000000000000005,454
2014,1,1,11,30,13.8,29.82,-3.6,5.4,572
2014,1,1,12,30,16.400000000000002,25.21,-3.6,5.5,630
2014,1,1,13,30,18.3,22.25,-3.7,5.4,621
2014,1,1,14,30,19.400000000000002,20.66,-3.7,5.2,546
2014,1,1,15,30,18.7,22.12,-3.4000000000000004,3.8000000000000003,413
2014,1,1,16,30,15.200000000000001,34.42,-0.4,2.4000000000000004,236
2014,1,1,17,30,11.9,43.46,-0.1,2.9000000000000004,51
2014,1,1,18,30,10.9,44.050000000000004,-0.9,4.800000000000001,0
2014,1,1,19,30,9.8,47.67,-0.8,6.2,0
2014,1,1,20,30,7.800000000000001,52.84,-1.2000000000000002,6.300000000000001,0
2014,1,1,21,30,5.9,57.92,-1.8,5.7,0
2014,1,1,22,30,4.3,62.79,-2.2,5.300000000000001,0
2014,1,1,23,30,2.8000000000000003,68.05,-2.5,5.2,0
2014,1,2,0,30,1.5,72.38,-2.9000000000000004,5.1000000000000005,0
2014,1,2,1,30,0.30000000000000004,75.47,-3.5,4.800000000000001,0
2014,1,2,2,30,-0.7000000000000001,76.87,-4.3,4.4,0
2014,1,2,3,30,-1.5,77.52,-4.9,4,0
2014,1,2,4,30,-2.4000000000000004,79.64,-5.4,3.4000000000000004,0
2014,1,2,5,30,-3.3000000000000003,82.74,-5.800000000000001,2.5,0
2014,1,2,6,30,-4,85.42,-6.1000000000000005,1.8,0
2014,1,2,7,30,-3.7,82.11,-6.300000000000001,2.3000000000000003,0
2014,1,2,8,30,-1.9000000000000001,70.66,-6.5,3.1,99
2014,1,2,9,30,0.2,57.07,-7.300000000000001,2.9000000000000004,291
2014,1,2,10,30,2.4000000000000004,48.11,-7.5,2.2,460
2014,1,2,11,30,4.5,40.800000000000004,-7.7,1.5,581
2014,1,2,12,30,6.2,35.92,-7.800000000000001,1.1,639
2014,1,2,13,30,7.5,33.1,-7.7,0.8,631
2014,1,2,14,30,8.200000000000001,32.07,-7.5,0.6000000000000001,556
2014,1,2,15,30,8.3,32.2,-7.4,0.8,422
2014,1,2,16,30,7,35.77,-7.2,0.8,243
2014,1,2,17,30,4.800000000000001,47.76,-5.4,0.9,55
2014,1,2,18,30,3.1,50.410000000000004,-6.2,1.2000000000000002,0
2014,1,2,19,30,1.8,54.47,-6.4,1.3,0
2014,1,2,20,30,0.7000000000000001,57.89,-6.7,1.4000000000000001,0
2014,1,2,21,30,0,59.84,-6.9,1.6,0
2014,1,2,22,30,-0.4,60.95,-7,1.9000000000000001,0
2014,1,2,23,30,-0.8,62.77,-7,2.3000000000000003,0
2014,1,3,0,30,-1.2000000000000002,64.96000000000001,-6.9,2.6,0
2014,1,3,1,30,-1.6,67.29,-6.9,2.7,0
2014,1,3,2,30,-2.1,70.10000000000001,-6.800000000000001,2.8000000000000003,0
2014,1,3,3,30,-2.4000000000000004,72.25,-6.7,2.9000000000000004,0
2014,1,3,4,30,-2.6,74.05,-6.6000000000000005,3.1,0
2014,1,3,5,30,-2.7,75.61,-6.4,3.4000000000000004,0
2014,1,3,6,30,-2.6,76.42,-6.2,3.7,0
2014,1,3,7,30,-1.9000000000000001,74.41,-5.800000000000001,4.4,0
2014,1,3,8,30,0.1,66.26,-5.5,5.1000000000000005,98
2014,1,3,9,30,3.4000000000000004,54.57,-4.9,6.1000000000000005,288
2014,1,3,10,30,6.9,44.17,-4.5,7.1000000000000005,457
2014,1,3,11,30,10,36.87,-4.1000000000000005,7.300000000000001,578
2014,1,3,12,30,12.5,32.17,-3.7,7.300000000000001,529
2014,1,3,13,30,14.3,29.36,-3.3000000000000003,7.1000000000000005,629
2014,1,3,14,30,15.200000000000001,28.44,-3,6.7,550
2014,1,3,15,30,14.9,29.43,-2.8000000000000003,5.7,417
2014,1,3,16,30,12.4,36.29,-2.2,4.2,240
2014,1,3,17,30,9.200000000000001,47.06,-1.5,4.2,55
2014,1,3,18,30,7.7,49.93,-2.1,5.300000000000001,0
2014,1,3,19,30,6.5,53.11,-2.4000000000000004,5.800000000000001,0
2014,1,3,20,30,5.300000000000001,56.54,-2.6,5.9,0
2014,1,3,21,30,4.1000000000000005,60.26,-2.9000000000000004,5.7,0
2014,1,3,22,30,3.1,63.910000000000004,-3.1,5.5,0
2014,1,3,23,30,2.3000000000000003,67.78,-3,5.2,0
2014,1,4,0,30,1.7000000000000002,72.35000000000001,-2.7,4.9,0
2014,1,4,1,30,1.3,77.21000000000001,-2.3000000000000003,4.7,0
2014,1,4,2,30,1.2000000000000002,80.78,-1.7000000000000002,4.4,0
2014,1,4,3,30,1.4000000000000001,81.8,-1.4000000000000001,4,0
2014,1,4,4,30,1.4000000000000001,83.5,-1.1,3.5,0
2014,1,4,5,30,1.3,85.32000000000001,-0.9,3.1,0
2014,1,4,6,30,1.4000000000000001,85.18,-0.8,3.2,0
2014,1,4,7,30,2.7,77.79,-0.8,4.2,0
2014,1,4,8,30,5.4,64.57000000000001,-0.7000000000000001,5.4,95
2014,1,4,9,30,9,51.07,-0.6000000000000001,5.7,283
2014,1,4,10,30,13.200000000000001,39.25,-0.4,5.6000000000000005,379
2014,1,4,11,30,17.1,31.13,-0.1,6.1000000000000005,539
2014,1,4,12,30,19.900000000000002,27.04,0.4,7,511
2014,1,4,13,30,21,25.490000000000002,0.5,7.4,528
2014,1,4,14,30,20.900000000000002,25.150000000000002,0.2,7.1000000000000005,321
2014,1,4,15,30,19.6,27.23,0.2,5.9,329
2014,1,4,16,30,16.7,35.12,1.2000000000000002,4,147
2014,1,4,17,30,14,44.730000000000004,2.2,3.2,23
2014,1,4,18,30,12.8,47.81,2,3.4000000000000004,0
2014,1,4,19,30,11.9,49.61,1.7000000000000002,3.6,0
2014,1,4,20,30,10.8,51.5,1.2000000000000002,3.5,0
2014,1,4,21,30,9.4,55.08,0.8,2.6,0
2014,1,4,22,30,7.800000000000001,60.63,0.7000000000000001,1.8,0
2014,1,4,23,30,5.7,69.5,0.6000000000000001,2.8000000000000003,0
2014,1,5,0,30,3.5,76.65,-0.2,5.2,0
2014,1,5,1,30,1.3,82.03,-1.4000000000000001,6.5,0
2014,1,5,2,30,-0.2,80.36,-3.2,6.4,0
2014,1,5,3,30,-1,75.5,-4.800000000000001,6,0
2014,1,5,4,30,-1.7000000000000002,73.54,-5.800000000000001,5.800000000000001,0
2014,1,5,5,30,-2.5,72.96000000000001,-6.7,5.7,0
2014,1,5,6,30,-3.4000000000000004,71.95,-7.7,5.5,0
2014,1,5,7,30,-3.8000000000000003,68.69,-8.700000000000001,5.4,0
2014,1,5,8,30,-3.1,61.52,-9.5,5.6000000000000005,65
2014,1,5,9,30,-1.4000000000000001,51.980000000000004,-10,5.6000000000000005,299
2014,1,5,10,30,0.5,43.410000000000004,-10.5,5.1000000000000005,473
2014,1,5,11,30,2.4000000000000004,36.75,-10.9,4.7,597
2014,1,5,12,30,4,31.93,-11.3,4.6000000000000005,658
2014,1,5,13,30,5.1000000000000005,28.51,-11.700000000000001,4.6000000000000005,651
2014,1,5,14,30,5.5,26.53,-12.3,4.6000000000000005,576
2014,1,5,15,30,5.1000000000000005,26.16,-12.8,4.3,436
2014,1,5,16,30,3.3000000000000003,29.3,-12.9,2.9000000000000004,168
2014,1,5,17,30,0.6000000000000001,43.42,-10.4,1.7000000000000002,43
2014,1,5,18,30,-1,48.81,-10.4,1.9000000000000001,0
